Timestamp,Source_File,Line_Number,Entity_Type,Extracted_Value,Context_Snippet
2026-09-12 23:28:09,master_csv_sample.log,35,Email,dev.ops@kubernetes-cluster.dev,...86421-88. Alert dispatched to dev.ops@kubernetes-cluster.dev
2026-09-12 23:28:09,master_csv_sample.log,35,Transaction ID,ORD-286421-88,...dlock detected on transaction ORD-286421-88. Alert dispatched to dev.ops@...
2026-09-12 23:28:09,master_csv_sample.log,35,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [CRITICAL] Database deadlock...
2026-09-12 23:28:09,master_csv_sample.log,35,Log Level,CRITICAL,[2026-09-12 23:28:09] [CRITICAL] Database deadlock detected o...
2026-09-12 23:28:09,master_csv_sample.log,36,Email,sarah_connor@techcorp.internal,...9-12 23:28:09] [WARNING] User sarah_connor@techcorp.internal requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,36,IPv4 Address,127.0.0.1,...requested password reset from 127.0.0.1. Audit Phone: +1-692-181-2281
2026-09-12 23:28:09,master_csv_sample.log,36,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARNING] User sarah_connor@...
2026-09-12 23:28:09,master_csv_sample.log,36,Log Level,WARNING,[2026-09-12 23:28:09] [WARNING] User sarah_connor@techcorp.i...
2026-09-12 23:28:09,master_csv_sample.log,36,Phone Number,1-692-181-2281,...from 127.0.0.1. Audit Phone: +1-692-181-2281
2026-09-12 23:28:09,master_csv_sample.log,37,Email,support.desk@cloudservice.net,...9-12 23:28:09] [WARNING] User support.desk@cloudservice.net requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,37,IPv4 Address,172.16.254.1,...requested password reset from 172.16.254.1. Audit Phone: +1-737-965-1427
2026-09-12 23:28:09,master_csv_sample.log,37,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [WARNING] User support.desk@...
2026-09-12 23:28:09,master_csv_sample.log,37,Log Level,WARNING,[2026-09-12 23:28:09] [WARNING] User support.desk@cloudservi...
2026-09-12 23:28:09,master_csv_sample.log,37,Phone Number,1-737-965-1427,...m 172.16.254.1. Audit Phone: +1-737-965-1427
2026-09-12 23:28:09,master_csv_sample.log,38,Email,customer.care@ecommerce-store.shop,...-09-12 23:28:09] [ERROR] User customer.care@ecommerce-store.shop requested password reset from...
2026-09-12 23:28:09,master_csv_sample.log,38,IPv4 Address,172.16.254.1,...requested password reset from 172.16.254.1. Audit Phone: +1-575-898-2768
2026-09-12 23:28:09,master_csv_sample.log,38,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] User customer.care@e...
2026-09-12 23:28:09,master_csv_sample.log,38,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] User customer.care@ecommerce...
2026-09-12 23:28:09,master_csv_sample.log,38,Phone Number,1-575-898-2768,...m 172.16.254.1. Audit Phone: +1-575-898-2768
2026-09-12 23:28:09,master_csv_sample.log,39,Email,accounting@fintech-solutions.org,...] Payment completed for user 'accounting@fintech-solutions.org' with Transaction ID: TRX-478...
2026-09-12 23:28:09,master_csv_sample.log,39,Transaction ID,TRX-478401-93,...ons.org' with Transaction ID: TRX-478401-93 (Amount: $3144.84) via https:...
2026-09-12 23:28:09,master_csv_sample.log,39,IPv4 Address,203.0.113.195,...-09-12 23:28:09] [ERROR] [IP: 203.0.113.195] Payment completed for user '...
2026-09-12 23:28:09,master_csv_sample.log,39,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [ERROR] [IP: 203.0.113.195] ...
2026-09-12 23:28:09,master_csv_sample.log,39,Log Level,ERROR,[2026-09-12 23:28:09] [ERROR] [IP: 203.0.113.195] Payment ...
2026-09-12 23:28:09,master_csv_sample.log,39,URL / Endpoint,https://cdn.assets.org/images/logo.png,...401-93 (Amount: $3144.84) via https://cdn.assets.org/images/logo.png
2026-09-12 23:28:09,master_csv_sample.log,40,Email,security-alert@auth0-monitor.com,"...75224-19, Total=$69.99, Buyer=security-alert@auth0-monitor.com, SourceIP=172.16.254.1"
2026-09-12 23:28:09,master_csv_sample.log,40,Transaction ID,ORD-175224-19,"...] Order checkout verified: ID=ORD-175224-19, Total=$69.99, Buyer=security..."
2026-09-12 23:28:09,master_csv_sample.log,40,IPv4 Address,172.16.254.1,"...t@auth0-monitor.com, SourceIP=172.16.254.1"
2026-09-12 23:28:09,master_csv_sample.log,40,Timestamp / Date,2026-09-12 23:28:09,[2026-09-12 23:28:09] [INFO] Order checkout verifi...
2026-09-12 23:28:09,master_csv_sample.log,40,Log Level,INFO,[2026-09-12 23:28:09] [INFO] Order checkout verified: ID=...
